City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
274,Sabang,ID,5.8933,95.3214,80.78,79,48,14.58,scattered clouds
275,Evensk,RU,61.95,159.2333,-20.38,77,0,11.41,clear sky
276,Bangolo,CI,7.0069,-7.475,73.31,26,0,0.22,clear sky
277,Yulara,AU,-25.2406,130.9889,78.8,73,4,10.36,clear sky
278,Maniitsoq,GL,65.4167,-52.9,16.16,76,91,4.52,overcast clouds
279,Sungaipenuh,ID,-2.0833,101.3833,64.49,90,100,2.48,moderate rain
280,Duns,GB,55.777,-2.3457,30.0,89,41,1.01,scattered clouds
281,Bud,US,39.447,-86.1758,33.01,95,100,3.42,overcast clouds
282,Sakakah,SA,29.9697,40.2064,50.0,27,0,6.91,clear sky
283,Carutapera,BR,-1.195,-46.02,77.45,90,100,6.35,moderate rain
284,Honningsvag,NO,70.9821,25.9704,23.0,68,75,14.97,broken clouds
285,Ixtapa,MX,20.7,-105.2,75.2,73,40,12.66,scattered clouds
286,Bulgan,MN,48.8125,103.5347,1.47,91,96,3.6,overcast clouds
287,Cuxhaven,DE,53.8718,8.6909,35.01,93,75,4.61,broken clouds
288,Springfield,US,37.2153,-93.2982,48.0,93,90,5.75,mist
289,Maceio,BR,-9.6658,-35.7353,80.6,74,20,13.8,few clouds
290,Chingirlau,KZ,51.095,54.0814,31.62,98,100,9.44,overcast clouds
291,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-0.4,71,96,8.95,overcast clouds
292,Saldanha,ZA,-33.0117,17.9442,64.4,59,0,8.05,clear sky
293,Kautokeino,NO,69.0125,23.0412,-9.62,89,93,1.43,overcast clouds
294,Zhanaozen,KZ,43.3,52.8,29.71,91,0,18.05,clear sky
295,Kandiari,PK,26.9156,68.5216,51.8,33,0,5.19,clear sky
296,Narbonne,FR,43.0833,2.8333,50.0,64,70,8.01,broken clouds
297,Aksu,CN,41.1231,80.2644,16.65,90,0,2.62,clear sky
298,Bodaybo,RU,57.8506,114.1933,-25.87,80,36,1.25,scattered clouds
299,Taoudenni,ML,22.6783,-3.9836,71.42,20,22,10.67,few clouds
300,Kabare,CD,-2.4683,28.8242,62.8,86,100,3.11,light rain
301,Astana,KZ,51.1801,71.446,-11.2,77,89,6.71,light snow
302,Davila,PH,18.4726,120.5763,73.4,94,75,1.14,broken clouds
303,Merauke,ID,-8.4667,140.3333,78.13,89,96,13.0,overcast clouds
304,Laguna,US,38.421,-121.4238,52.0,66,90,6.91,overcast clouds
305,Saint Anthony,US,45.0205,-93.218,26.6,58,1,4.61,clear sky
306,Vao,NC,-22.6667,167.4833,76.24,76,100,23.69,overcast clouds
307,Grand-Santi,GF,4.25,-54.3833,77.11,94,98,2.95,moderate rain
308,Gorontalo,ID,0.5412,123.0595,74.05,89,100,1.99,heavy intensity rain
309,Yurty,RU,56.0498,97.6348,-0.72,92,100,2.89,overcast clouds
310,Sirjan,IR,29.452,55.6814,40.19,54,0,3.89,clear sky
311,Vredendal,ZA,-31.6683,18.5012,62.98,69,0,2.62,clear sky
312,Palmas Bellas,PA,9.2319,-80.0867,82.0,75,17,14.0,few clouds
313,Palmer,US,42.1584,-72.3287,27.0,35,20,5.99,few clouds
314,Esperance,AU,-33.8667,121.9,57.2,94,75,3.44,broken clouds
315,Yenagoa,NG,4.9247,6.2642,79.16,79,56,6.02,broken clouds
316,Hami,CN,42.8,93.45,18.59,82,21,5.75,few clouds
317,Salalah,OM,17.0151,54.0924,71.6,37,0,6.91,clear sky
318,Dinguiraye,GN,11.3,-10.7167,71.67,18,0,1.83,clear sky
319,Tarancon,ES,40.0085,-3.0073,48.0,82,90,14.61,overcast clouds
320,Vallenar,CL,-28.5708,-70.7581,82.85,28,85,7.74,overcast clouds
321,High Level,CA,58.5169,-117.136,-7.6,77,75,6.91,broken clouds
322,Batagay-Alyta,RU,67.8006,130.4114,-39.33,77,87,0.65,overcast clouds
323,Severobaykalsk,RU,55.65,109.3167,-0.72,81,100,6.08,overcast clouds
324,Imeni Zhelyabova,RU,58.9544,36.5956,34.57,98,100,6.64,overcast clouds
325,Hasaki,JP,35.7333,140.8333,39.2,93,75,9.22,broken clouds
326,Pemangkat,ID,1.1667,108.9667,77.13,85,97,6.44,overcast clouds
327,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,90,6.91,light rain
328,Ayodhya,IN,26.8,82.2,53.31,72,0,6.62,clear sky
329,Apatity,RU,67.5641,33.4031,12.0,78,88,3.11,overcast clouds
330,Necochea,AR,-38.5473,-58.7368,92.19,30,21,19.33,few clouds
331,Aklavik,CA,68.2191,-135.0107,-20.2,76,90,4.16,overcast clouds
332,Grand Gaube,MU,-20.0064,57.6608,75.0,89,9,7.36,moderate rain
333,Smithers,CA,54.7804,-127.1743,19.4,86,90,2.3,light snow
334,Decatur,US,39.8403,-88.9548,39.99,65,90,6.91,overcast clouds
335,Toba,JP,34.4833,136.85,45.0,85,57,5.99,broken clouds
336,Prainha,BR,-1.8,-53.48,79.92,89,85,2.95,overcast clouds
337,Mzimba,MW,-11.9,33.6,62.94,86,99,5.01,overcast clouds
338,Beringovskiy,RU,63.05,179.3167,-3.71,89,80,12.21,broken clouds
339,Catamarca,AR,-28.4696,-65.7852,93.0,54,39,8.01,scattered clouds
340,Sherlovaya Gora,RU,50.5667,116.25,-0.71,95,100,8.81,light snow
341,Poshekhonye,RU,58.4993,39.1353,34.66,98,100,8.01,overcast clouds
342,Nago,JP,26.5881,127.9761,66.2,82,40,4.61,scattered clouds
343,Yangjiang,CN,21.85,111.9667,65.48,84,98,6.04,overcast clouds
344,Monrovia,LR,6.3005,-10.7969,78.8,94,20,8.59,mist
345,Lavrentiya,RU,65.5833,-171.0,0.68,86,100,2.13,overcast clouds
346,Gornyak,RU,50.9942,81.4661,-30.14,83,0,3.62,clear sky
347,Mikhaylovka,RU,50.06,43.2379,28.94,98,100,10.6,overcast clouds
348,Araouane,ML,18.9048,-3.5265,70.68,17,82,9.51,broken clouds
349,Waipawa,NZ,-41.4122,175.5153,68.0,68,1,19.57,clear sky
350,Dunedin,NZ,-45.8742,170.5036,62.01,73,64,7.0,broken clouds
351,Svetlyy,RU,54.675,20.1347,34.0,100,90,6.71,light rain
352,Luena,AO,-11.7833,19.9167,63.19,97,100,8.63,moderate rain
353,Saint George,US,37.1041,-113.5841,51.01,49,1,5.44,clear sky
354,Sawakin,SD,19.1059,37.3321,75.99,81,26,9.57,scattered clouds
355,Pinawa,CA,50.1489,-95.8811,-8.28,89,97,6.02,overcast clouds
356,Shakawe,BW,-18.3667,21.85,71.55,74,0,5.55,clear sky
357,Bilma,NE,18.6853,12.9164,62.01,23,0,7.92,clear sky
358,Ambon,ID,-3.6954,128.1814,78.8,83,40,10.36,scattered clouds
359,Merritt,CA,50.1123,-120.7942,28.4,64,90,2.3,light snow
360,Lyudinovo,RU,53.8664,34.4478,36.27,90,100,11.45,light rain
361,Tecoanapa,MX,16.5167,-98.75,82.81,63,98,8.25,overcast clouds
362,Loukhi,RU,66.0764,33.0381,21.83,98,87,5.08,light snow
363,Fuerte Olimpo,PY,-21.0415,-57.8738,87.46,58,100,3.49,light rain
364,Nauta,PE,-4.5061,-73.5757,84.09,75,96,2.66,overcast clouds
365,Khandyga,RU,62.6667,135.6,-53.32,75,98,1.05,overcast clouds
366,Alice Springs,AU,-23.7,133.8833,77.0,69,40,8.05,scattered clouds
367,Margate,GB,51.3813,1.3862,37.0,87,83,5.01,broken clouds
368,Grindavik,IS,63.8424,-22.4338,28.4,69,0,20.71,clear sky
369,Pipri,IN,19.8,75.5333,66.99,32,3,6.33,clear sky
370,Leningradskiy,RU,69.3833,178.4167,-17.07,83,0,0.96,clear sky
371,Gold Coast,AU,-28.0,153.4333,73.0,94,75,3.44,light rain
372,Qiongshan,CN,20.0058,110.3542,59.0,100,90,4.47,fog
373,Coahuayana,MX,18.7333,-103.6833,82.4,42,40,6.91,scattered clouds
374,Shimoda,JP,34.6667,138.95,39.99,91,81,1.99,broken clouds
375,Nanortalik,GL,60.1432,-45.2371,21.13,88,0,12.44,clear sky
376,Andijon,UZ,40.7821,72.3442,21.2,79,0,4.47,mist
377,Banjar,ID,-8.19,114.9675,78.8,94,75,1.14,broken clouds
378,Baykit,RU,61.67,96.37,-29.87,79,98,2.24,overcast clouds
379,Asfi,MA,32.2994,-9.2372,59.13,85,51,9.8,broken clouds
380,Gangarampur,IN,25.4,88.5167,59.34,56,0,1.36,clear sky
381,Bregovo,BG,44.1517,22.6425,37.99,7,100,3.44,overcast clouds
382,Vostok,RU,46.4856,135.8833,-0.06,93,5,2.37,clear sky
383,Cape Coast,GH,5.1053,-1.2466,79.21,82,89,11.81,overcast clouds
384,Scottsbluff,US,41.8666,-103.6672,35.6,64,1,12.66,clear sky
385,Bay City,US,43.5945,-83.8889,30.2,80,90,5.75,overcast clouds
386,Takoradi,GH,4.8845,-1.7554,79.25,81,42,9.75,scattered clouds
387,Wanning,CN,18.8003,110.3967,67.6,86,29,3.42,scattered clouds
388,Port-Gentil,GA,-0.7193,8.7815,80.6,89,20,6.91,light rain
389,Tavda,RU,58.0425,65.2726,-11.29,89,100,6.38,light snow
390,Gizo,SB,-8.103,156.8419,82.0,71,64,8.55,broken clouds
391,Nieuw Amsterdam,SR,5.8833,-55.0833,82.4,74,20,13.8,few clouds
392,Komsomolskiy,UZ,40.4272,71.7189,24.8,68,7,4.61,clear sky
393,Eenhana,NA,-17.4667,16.3333,78.8,65,100,2.3,overcast clouds
394,Yeppoon,AU,-23.1333,150.7333,75.2,78,75,8.05,light rain
395,Bokhan,RU,53.153,103.7714,0.05,89,100,3.38,overcast clouds
396,Saint-Joseph,RE,-21.3667,55.6167,78.8,78,90,6.91,overcast clouds
397,Copiapo,CL,-27.3667,-70.3333,73.4,56,0,11.5,clear sky
398,Sinop,TR,41.7711,34.8709,40.3,69,2,15.41,clear sky
399,Jumla,NP,29.2747,82.1838,31.78,70,0,4.45,clear sky
400,Raahe,FI,64.6833,24.4833,23.0,100,90,4.61,fog
401,Sarh,TD,9.1429,18.3923,73.4,46,0,2.64,clear sky
402,Nouadhibou,MR,20.931,-17.0347,69.8,64,0,12.66,clear sky
403,Victor Harbor,AU,-35.5667,138.6167,73.99,64,100,7.52,light rain
404,Kamenka,RU,51.3223,42.7678,32.18,98,100,15.28,overcast clouds
405,Sovetskiy,RU,61.3614,63.5842,-17.32,88,100,6.42,overcast clouds
406,Marystown,CA,47.1666,-55.1483,29.19,93,68,10.6,broken clouds
407,Teya,RU,60.3778,92.6267,-24.18,83,97,0.85,overcast clouds
408,Luanda,AO,-8.8368,13.2343,78.8,78,20,6.91,few clouds
409,Zhigansk,RU,66.7697,123.3711,-55.86,61,59,7.99,broken clouds
410,Constantine,DZ,36.365,6.6147,48.2,61,20,10.36,few clouds
411,Katsuura,JP,35.1333,140.3,42.8,87,75,9.22,light rain
412,Edson,CA,53.5835,-116.4356,3.2,85,75,3.44,broken clouds
413,Nusaybin,TR,37.0778,41.2178,42.24,59,99,4.18,overcast clouds
414,Riyadh,SA,24.6877,46.7219,53.6,20,0,4.61,clear sky
415,Zhanakorgan,KZ,43.9098,67.2495,17.15,92,0,3.02,clear sky
416,Kostalexis,GR,38.8579,22.3646,57.0,63,100,1.01,overcast clouds
417,San Buenaventura,MX,27.0833,-101.5333,84.99,32,40,5.17,mist
418,Ngunguru,NZ,-35.6167,174.5,73.99,74,25,5.99,scattered clouds
419,Den Helder,NL,52.9599,4.7593,34.0,86,90,4.61,overcast clouds
420,Litovko,RU,49.2361,135.1742,-3.21,90,100,3.22,overcast clouds
421,Pindiga,NG,9.9833,10.9333,74.01,20,76,8.84,broken clouds
422,Pisticci,IT,40.3906,16.5568,48.0,90,40,8.32,scattered clouds
423,Rumuruti,KE,0.267,36.5389,59.07,90,68,10.0,broken clouds
424,Biggar,GB,55.6167,-3.5167,30.99,10,33,5.14,scattered clouds
425,Camacha,PT,33.0833,-16.3333,60.8,88,20,2.66,few clouds
426,Udachnyy,RU,66.4167,112.4,-39.05,79,2,2.95,clear sky
427,Belaya Gora,RU,68.5333,146.4167,-32.58,82,99,2.75,overcast clouds
428,Hofn,IS,64.2539,-15.2082,28.29,88,0,19.91,clear sky
429,Vincennes,FR,48.85,2.4333,37.4,87,75,10.36,broken clouds
430,Zvishavane,ZW,-20.3267,30.0665,68.54,79,92,4.38,overcast clouds
431,Doha,QA,25.2867,51.5333,62.6,72,0,6.91,clear sky
432,Nadym,RU,65.5333,72.5167,-37.1,78,100,10.07,overcast clouds
433,Mazatlan,MX,23.2167,-106.4167,73.4,60,75,9.22,broken clouds
434,Mangrol,IN,21.1167,70.1167,63.64,28,0,9.95,clear sky
435,Norman Wells,CA,65.282,-126.8329,-13.0,84,75,2.3,light snow
436,Bubaque,GW,11.2833,-15.8333,79.27,59,0,8.61,clear sky
437,Kudahuvadhoo,MV,2.6708,72.8944,82.65,73,98,10.71,overcast clouds
438,Beruwala,LK,6.4788,79.9828,75.99,83,100,3.67,overcast clouds
439,Prince Rupert,CA,54.3161,-130.3201,39.2,93,40,4.61,scattered clouds
440,Mayskiy,RU,47.6931,40.1025,32.0,100,90,17.9,mist
441,Kenai,US,60.5544,-151.2583,34.0,86,90,4.61,overcast clouds
442,Tura,IN,25.5198,90.2201,57.4,62,0,2.59,clear sky
443,San Cristobal,VE,7.7669,-72.225,84.2,54,40,13.8,scattered clouds
444,Kieta,PG,-6.2167,155.6333,80.1,68,33,4.9,scattered clouds
445,Homestead,US,25.4687,-80.4776,80.6,57,20,8.05,few clouds
446,Izumo,JP,35.3667,132.7667,48.2,61,75,8.05,broken clouds
447,Suleja,NG,9.1758,7.1808,77.0,47,70,4.61,haze
448,Aginskoye,RU,51.1,114.53,4.21,92,100,8.23,snow
449,Turayf,SA,31.6725,38.6637,42.8,56,0,11.5,clear sky
450,Altagracia De Orituco,VE,9.8601,-66.3814,80.85,52,88,8.52,overcast clouds
451,Kirakira,SB,-10.4544,161.9205,82.51,75,100,5.75,overcast clouds
452,Anadyr,RU,64.75,177.4833,-18.4,76,0,2.24,clear sky
453,Charyshskoye,RU,51.3978,83.5598,-20.88,82,70,0.78,broken clouds
454,Bagan,RU,54.1001,77.6646,-38.36,81,60,4.99,broken clouds
455,Marsa Matruh,EG,31.3525,27.2453,50.0,57,0,8.88,clear sky
456,Fairbanks,US,64.8378,-147.7164,10.0,84,86,2.44,overcast clouds
457,Grande Prairie,CA,55.1667,-118.8027,8.6,78,90,8.05,overcast clouds
458,Pagudpud,PH,18.5616,120.7868,73.4,94,75,1.14,broken clouds
459,Alvorada,BR,-12.48,-49.1247,86.63,57,12,3.33,few clouds
460,Catuday,PH,16.2923,119.8062,77.65,85,87,7.76,overcast clouds
461,Potenza,IT,40.6443,15.8086,45.0,73,64,7.0,broken clouds
462,Akyab,MM,20.15,92.9,60.84,74,3,6.46,clear sky
463,Ginir,ET,7.1333,40.7,59.63,43,0,4.36,clear sky
464,Wanaka,NZ,-44.7,169.15,61.16,65,56,6.71,light rain
465,Guayaramerin,BO,-10.8368,-65.3614,79.81,84,93,1.81,overcast clouds
466,Gondar,ET,12.6,37.4667,57.24,68,96,4.83,overcast clouds
467,Virginia,US,37.5481,-77.4467,42.01,30,75,5.75,broken clouds
468,Port Lincoln,AU,-34.7333,135.8667,71.47,66,100,9.8,overcast clouds
469,Slave Lake,CA,55.2834,-114.769,-4.0,71,90,10.36,overcast clouds
470,Shingu,JP,33.7333,135.9833,44.02,81,24,6.35,few clouds
471,Rabaul,PG,-4.1967,152.1721,79.68,77,75,4.65,broken clouds
472,Vista Hermosa,MX,19.5167,-99.2167,69.8,28,90,3.44,overcast clouds
473,Siddipet,IN,18.1,78.85,67.69,58,76,8.86,broken clouds
474,Shelburne,CA,44.0787,-80.2041,27.0,68,90,6.91,overcast clouds
475,Ryotsu,JP,38.0833,138.4333,41.56,68,32,6.29,scattered clouds
476,Salinas,US,36.6777,-121.6555,53.01,76,90,3.44,overcast clouds
477,Vardo,NO,70.3705,31.1107,24.8,86,75,17.27,snow
478,Coquimbo,CL,-29.9533,-71.3436,69.8,64,0,13.8,clear sky
479,San Nicolas,PH,18.1725,120.5953,73.4,94,75,1.14,broken clouds
480,Atar,MR,20.5169,-13.0499,71.28,17,99,7.38,overcast clouds
481,Itarema,BR,-2.9248,-39.9167,81.16,73,98,15.7,overcast clouds
482,Puerto Madryn,AR,-42.7692,-65.0385,82.09,45,0,15.86,clear sky
483,Foso,GH,5.7012,-1.2866,76.46,79,23,4.07,few clouds
484,Sangar,RU,63.9242,127.4739,-55.66,62,74,3.22,broken clouds
485,Fortuna,US,40.5982,-124.1573,46.0,100,90,8.05,heavy intensity rain
486,Erenhot,CN,43.6475,111.9767,16.39,91,100,13.47,snow
487,Eyl,SO,7.9803,49.8164,71.92,72,22,17.09,few clouds
488,Venice,US,27.0998,-82.4543,75.0,78,1,6.91,clear sky
489,Garden City,US,42.3256,-83.331,30.2,80,90,8.05,overcast clouds
490,Beidao,CN,34.5686,105.8933,30.18,86,99,2.04,overcast clouds
491,Tateyama,JP,34.9833,139.8667,43.0,87,40,12.66,scattered clouds
492,Mutoko,ZW,-17.397,32.2268,64.45,100,100,4.74,light rain
493,Gaillac,FR,43.9016,1.8969,46.99,98,100,5.01,light rain
494,Okha,RU,53.5739,142.9478,-20.78,84,100,20.54,overcast clouds
495,Labuhan,ID,-6.8844,112.2051,76.69,89,100,8.41,overcast clouds
496,Sambava,MG,-14.2667,50.1667,76.87,83,96,4.07,overcast clouds
497,Berlevag,NO,70.8578,29.0864,21.2,79,75,11.5,light snow
498,Carballo,ES,43.213,-8.691,51.01,91,100,1.01,light rain
499,Dargaville,NZ,-35.9333,173.8833,70.34,75,35,9.31,scattered clouds
500,Campbell River,CA,50.0163,-125.2446,35.01,100,90,3.44,snow
501,Bekescsaba,HU,46.6833,21.1,42.01,86,100,4.0,moderate rain
502,Southampton,GB,50.904,-1.4043,37.0,86,28,1.99,scattered clouds
503,Kailua,US,21.4022,-157.7394,80.6,69,75,11.5,light rain
504,Flin Flon,CA,54.7682,-101.865,-13.0,70,1,11.5,clear sky
505,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.27,99,100,0.92,light rain
506,Makakilo City,US,21.3469,-158.0858,80.6,57,20,10.36,few clouds
507,Batagay,RU,67.6333,134.6333,-46.8,74,94,2.59,overcast clouds
508,Los Lunas,US,34.8062,-106.7334,52.0,28,75,23.02,broken clouds
509,Beira,MZ,-19.8436,34.8389,80.6,89,75,7.9,broken clouds
510,Poum,NC,-20.2333,164.0167,80.13,79,100,13.29,overcast clouds
511,Arandis,NA,-22.4167,14.9667,70.0,87,100,0.85,overcast clouds
512,Tosagua,EC,-0.7833,-80.25,80.6,83,75,9.22,moderate rain
513,Kruisfontein,ZA,-34.0033,24.7314,64.0,82,98,4.0,overcast clouds
514,Lourdes,FR,43.1,-0.05,46.4,87,90,13.8,overcast clouds
515,Shu,KZ,43.5983,73.7614,12.9,93,33,4.16,scattered clouds
516,Northam,GB,51.0333,-4.2167,37.99,82,97,11.01,overcast clouds
517,Jijiga,ET,9.35,42.8,60.01,50,48,7.43,scattered clouds
518,Jutai,BR,-5.1833,-68.9,81.19,87,92,1.1,overcast clouds
519,Vasilyevo,RU,55.836,48.6582,33.8,100,90,11.18,overcast clouds
520,Chaupimarca,PE,-10.4333,-76.5333,47.05,77,89,8.39,overcast clouds
521,Umm Bab,QA,25.2142,50.8072,59.43,74,0,10.83,clear sky
522,Amahai,ID,-3.3333,128.9167,82.99,82,100,5.3,overcast clouds
523,Ponta Delgada,PT,37.7333,-25.6667,64.0,94,75,13.8,broken clouds
524,Touros,BR,-5.1989,-35.4608,75.2,94,75,9.22,broken clouds
525,Burnie,AU,-41.0667,145.9167,69.01,58,95,5.01,overcast clouds
526,Viedma,AR,-40.8135,-62.9967,99.23,19,0,20.87,clear sky
527,Peniche,PT,39.3558,-9.3811,59.0,91,87,8.99,overcast clouds
528,Angoche,MZ,-16.2325,39.9086,79.39,88,100,8.7,light rain
529,Imbituba,BR,-28.24,-48.6703,73.4,94,90,2.3,overcast clouds
530,Bima,ID,-8.4667,118.7167,76.96,83,100,1.3,overcast clouds
531,Ferme-Neuve,CA,46.7001,-75.4493,14.0,52,6,8.05,clear sky
532,San Ignacio,BZ,17.1561,-89.0714,86.0,62,75,6.91,broken clouds
533,Rio Grande,BR,-32.035,-52.0986,82.4,69,20,9.22,few clouds
534,Omsukchan,RU,62.5333,155.8,-37.98,78,98,5.08,overcast clouds
535,Okoneshnikovo,RU,54.8377,75.0834,-29.43,84,100,6.49,overcast clouds
536,Shiraz,IR,29.6036,52.5388,42.8,36,0,4.61,clear sky
537,Kadipur,IN,26.1667,82.3833,53.76,75,0,2.82,clear sky
538,Moose Factory,CA,51.2585,-80.6094,6.8,55,1,6.91,clear sky
539,Leeton,AU,-34.5667,146.4,84.99,30,93,9.22,overcast clouds
540,Beyneu,KZ,45.3167,55.2,31.17,97,1,13.18,clear sky
541,Nome,US,64.5011,-165.4064,15.8,86,90,8.05,light snow
542,Kendari,ID,-3.945,122.4989,75.11,91,100,1.74,overcast clouds
543,Luganville,VU,-15.5333,167.1667,80.98,81,97,6.08,moderate rain
544,Tarauaca,BR,-8.1614,-70.7656,81.88,66,100,2.66,overcast clouds
545,Reforma,MX,18.1,-91.0167,85.98,64,100,7.07,overcast clouds
546,Krasnoselkup,RU,65.7,82.4667,-42.61,76,0,2.04,clear sky
547,Hashtgerd,IR,35.9642,50.6858,28.4,59,0,4.61,clear sky
548,Kasongo,CD,-4.45,26.6667,67.39,100,100,2.8,light rain
